seq_id	L_seq	cov_best	cov_merged	n_domains	rescued_by_stitching	bin
UniRef90_A0A542Y2E5	459	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001602F527	463	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI000661060C	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABT0R108	432	0.9172	0.9172	1	False	PASS_CANONICAL
UniRef90_UPI001941CCF7	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A7C9GMI0	461	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002F414BB2	463	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI002602FB0F	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A074MEG9	458	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0038206230	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0039E3F5F8	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI00261A866E	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI00351A39C5	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI001BE8C819	463	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_UPI002D5AAB0D	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI003D9BCE8B	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI00124D0EEB	463	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI003D0DE141	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2T0LZJ1	459	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI003689742C	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0033CD1083	463	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI00095B5F82	463	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A1G8ZC14	460	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002CC0512E	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002BFF0CF1	463	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_UPI0025B89252	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00260261A3	463	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_UPI0024778167	463	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI003296D282	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003221910E	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A927F0B1	461	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI00371DEAA8	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0019634224	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0003538ECB	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI0035621766	463	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI000EB4E012	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI000BB706A1	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003D667F60	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI003082545A	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0025C70D32	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A7G9QRH3	459	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI000E2F173B	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0008BD0078	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003796374E	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI002639CEA1	463	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI000FD9ED44	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00240D87F9	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI001186F4DF	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00196BA677	463	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_V5SFP4	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002300E4EC	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000823A708	463	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_UPI0033AC9C70	463	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_A0A4R2ICJ0	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0037851F75	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0030DE437A	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A2P2EBE9	461	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A328P7U2	458	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003CF51D13	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI003A8B3DA1	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001BCE5949	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI00121E4CE9	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI00263297BE	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI001A970381	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0039E6F002	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000C957ABE	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0035B14DDA	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0034338674	463	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI0034238123	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI0008686E3F	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0018CB3447	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0015DDD3C9	463	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_UPI00366153F3	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A1Q8CR84	461	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI000CDDE391	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI001253521D	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0025BE0257	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_S8B792	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A6A6JTH6	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A9P4MY39	462	0.4735	0.8323	2	True	PASS_CANONICAL
UniRef90_A0A2G4T2P5	461	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A7S4UUU4	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A922EKF2	462	0.8004	0.8004	1	False	PASS_CANONICAL
UniRef90_A0A7R9UPE0	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_Q216Q2	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0AAU8DJD5	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A078MQV2	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_Q6N8C0	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_C3PHH6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0AAP4BX86	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A076NHE3	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A2N6SWE3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_Q6NGB1	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A077HJJ0	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A0P7XAM0	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_I7KIK4	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A934QKS8	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_M4Z6X2	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A418Q7P9	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A9X2VI42	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A291Q2H4	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A366FUS9	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A7W7FT68	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A376CJJ9	452	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_A0A5D4JM26	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A1G6CHG4	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A8J7GMG3	462	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A3G8ZLY6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A0A0EYT7	455	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A0Q0YWM3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_Q4JWB3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1L7CYK8	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1I1XFJ9	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A7G7CQK7	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_C8XCV2	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0ABM8DB26	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABU1CIW9	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A918XWI9	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A2U1T794	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A3R8QI94	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A211ZU46	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_M2Y3M2	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A1Y0C2P5	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABU5HX33	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_Q1QN92	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A3N4VJX8	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A0A0EVI4	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_K4QXR3	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_B6JHU2	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_W9H7E3	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_D7WEK6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABT6XG66	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A511DM76	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0ABY8BM46	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A264VMM6	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A143QS31	461	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A164AFL7	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A1Q2HXT9	445	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_A0ACD4NU89	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABV7VJY3	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1H0CRH6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_S5SVZ6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A7H0SSE2	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1V2IAF6	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A2G4YUS6	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABD4TP08	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0ABY3RBV0	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABX8SB37	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1R4KMS1	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0ABW1P5Y2	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A5C4U5T9	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_Q2YQ59	459	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A4R7CCH4	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1W6ZUV8	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A2W5FLT9	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7H0FV75	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A327L3G9	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A5A7N9U6	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABS5G1E2	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A937RGB2	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A7Z9A2H9	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A543JBV7	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A447CQC1	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A516H354	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A511CX88	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A4P7QGU7	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A1I2RGN9	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0AAD1G2L2	461	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_W5Y1Q3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_G8RNY4	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1X0JTN3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A6B8VPF8	462	0.9851	0.9851	1	False	PASS_CANONICAL
UniRef90_A0A1L7CTQ0	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A936Z7S9	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABX7THZ2	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A5D8ZAG0	462	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A4Y6UK84	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1H6KUB8	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A2I7W8T7	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABX5W4T9	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1H2THZ8	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A840ALY5	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0ABW2YHP9	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A1M5K2V3	462	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A4S4FXT8	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABQ6VDA9	462	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0ABZ0HPB8	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A516X496	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0ABT1W472	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1H4ZV93	445	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A3M0FWD8	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABV9H5S1	462	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0ABX2CM45	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A0K1R9F1	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0ABX2T1Z1	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A7W7T6Y6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A9X1Y6W2	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABW3R5U6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_B2IGY7	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0AAE3GDL6	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A931GTN0	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A929FY57	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1I3ZQC1	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A5R9PF76	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A3N1H569	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABV9R0A8	462	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0ABX7RGT7	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_B1VHE3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A380W8W8	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A090MLZ4	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A4U8YWC6	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A918T4W8	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A097IH63	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A5A7MVY6	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A7W7VC92	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A0S3PYW9	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0AAP6MMH7	462	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A1E3H2P4	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A1G7QSA9	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A2A9CV86	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A345ZUM8	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A4R3J411	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A371X7M3	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A6C1TZM7	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A8J3VGD6	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_M1NTW2	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABW4RQN7	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A916RDQ4	458	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A0G3HHR9	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A2V3TUB9	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABV6RJX5	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A1T5JL77	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABW1X247	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A7K1FT95	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0AAW9R2R6	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A7Z0D503	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A2A9DQF0	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A3B0S0V5	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A6J6NQ92	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A6J6DHD2	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI003CF5CB64	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A938YNH6	441	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI00131E7001	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0037B39157	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI003899A8F1	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI000DAE4E5B	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI001180BC08	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI001D0B8D72	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI003B43B37C	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI001553BE70	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0039E5B706	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI001F57A1E3	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI000834A6A0	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI001CF10209	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI00093A95EB	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0001508160	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002D4244C5	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0037C9FA2C	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI001C5BBD52	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI00209DC99F	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI001AD7C97C	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002C6D9465	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI002E0E9040	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00041CE269	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002E047CC3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0030B01773	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0035C9D2F6	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00102EB97A	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0027B01A80	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00341C3CFD	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0004776525	462	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI0037CFAC1E	462	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002D5DF436	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0001D06E7D	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI003D0FFFC6	462	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_UPI00260C7F4C	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0004249C38	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI0028EE1643	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001A96319C	462	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0036207759	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0033C19433	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00106376BF	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00092A8238	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00184F2DF0	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI00036DB033	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00211C83C1	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00345BDB49	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0003DF2E3C	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001E4546C3	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00216AEF94	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI002938D056	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00325A93CC	462	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0003600C6C	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI002C6CA365	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABT1XNY7	457	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0036478284	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0009A0C9C6	462	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI002FC8C6A9	462	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00027C28C4	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0025A558B1	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001BA6E73D	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI001F34D54D	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI001F534C58	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00391718EB	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001EC2EE0B	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0029160929	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0008EEE88C	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A934WJN9	458	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001E3902EB	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI003C72518B	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI003EBD6DAA	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00040DC308	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0023096CB5	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0028E4DB7F	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_X1I139	157	0.3100	0.3100	1	False	FRAG
UniRef90_UPI002C81CB5F	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI003EBB3A43	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00047B3ADD	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A4R6RIK9	461	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00308848DD	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0002408B75	462	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00216B2F24	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI002ED675FF	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI00079C9BC7	462	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_UPI000A7CD752	462	0.9533	0.9533	1	False	PASS_CANONICAL
