seq_id	score_Ia	score_II	delta_bits	assigned_subtype	confidence
UniRef90_A0A5C1QLW6	488.6	61.2	427.4	Ia	HIGH
UniRef90_A0A5C2SAH0	528.1	74.7	453.4	Ia	HIGH
UniRef90_A0A5C3F086	455.9	58.6	397.3	Ia	HIGH
UniRef90_A0A5C3KX25	523.1	94.6	428.5	Ia	HIGH
UniRef90_A0A5C3L5K2	503.6	101.8	401.8	Ia	HIGH
UniRef90_A0A5C3LZZ4	531.9	85.9	446.0	Ia	HIGH
UniRef90_A0A5C3MS71	528.7	81.2	447.5	Ia	HIGH
UniRef90_A0A5C3P2Z8	520.6	82.3	438.3	Ia	HIGH
UniRef90_A0A5C3Q4R1	512.2	79.3	432.9	Ia	HIGH
UniRef90_A0A5C3QKH7	520.8	88.4	432.4	Ia	HIGH
UniRef90_A0A5C4JLH5	371.2	54.2	317.0	Ia	HIGH
UniRef90_A0A5C4M7P5	484.8	108.4	376.4	Ia	HIGH
UniRef90_A0A5C4MAS9	464.8	109.6	355.2	Ia	HIGH
UniRef90_A0A5C4S0C1	520.1	94.3	425.8	Ia	HIGH
UniRef90_A0A5C4WW18	483.4	108.2	375.2	Ia	HIGH
UniRef90_A0A5C4Y2N6	430.1	62.8	367.3	Ia	HIGH
UniRef90_A0A5C5Q6J1	458.6	56.8	401.8	Ia	HIGH
UniRef90_A0A5C5VA28	499.5	78.1	421.4	Ia	HIGH
UniRef90_A0A5C5WWD4	534.7	91.3	443.4	Ia	HIGH
UniRef90_A0A5C5YHI3	524.7	90.2	434.5	Ia	HIGH
UniRef90_A0A5C6AUA9	531.0	89.9	441.1	Ia	HIGH
UniRef90_A0A5C6BZM8	529.7	79.5	450.2	Ia	HIGH
UniRef90_A0A5C6DX16	530.0	90.7	439.3	Ia	HIGH
UniRef90_A0A5C6E588	530.8	94.5	436.3	Ia	HIGH
UniRef90_A0A5C6EKZ3	531.8	86.3	445.5	Ia	HIGH
UniRef90_A0A5C6F6P8	534.9	89.9	445.0	Ia	HIGH
UniRef90_A0A5C6M509	485.8	76.3	409.5	Ia	HIGH
UniRef90_A0A5C6Q3G1	544.1	107.3	436.8	Ia	HIGH
UniRef90_A0A5C6QF08	572.7	99.2	473.5	Ia	HIGH
UniRef90_A0A5C6QUY8	520.5	83.7	436.8	Ia	HIGH
UniRef90_A0A5C6U146	534.6	90.8	443.8	Ia	HIGH
UniRef90_A0A5C7VQM2	573.6	104.1	469.5	Ia	HIGH
UniRef90_A0A5C8P1D4	496.5	102.8	393.7	Ia	HIGH
UniRef90_A0A5C8P6R6	553.6	111.2	442.4	Ia	HIGH
UniRef90_A0A5C8ZCP4	517.6	90.9	426.7	Ia	HIGH
UniRef90_A0A5C8ZSM5	538.9	128.7	410.2	Ia	HIGH
UniRef90_A0A5C8ZUK6	504.4	71.0	433.4	Ia	HIGH
UniRef90_A0A5C8ZZG1	489.8	104.9	384.9	Ia	HIGH
UniRef90_A0A5C9A575	487.0	111.9	375.1	Ia	HIGH
UniRef90_A0A5C9A5A2	547.5	128.1	419.4	Ia	HIGH
UniRef90_A0A5C9SY22	575.8	102.4	473.4	Ia	HIGH
UniRef90_A0A5D3WFE6	530.5	96.2	434.3	Ia	HIGH
UniRef90_A0A5E4W6E2	529.9	95.8	434.1	Ia	HIGH
UniRef90_A0A5E6MCG5	496.7	93.2	403.5	Ia	HIGH
UniRef90_A0A5E6MF66	491.5	85.8	405.7	Ia	HIGH
UniRef90_A0A5E6Q7Y5	443.2	71.2	372.0	Ia	HIGH
UniRef90_A0A5E6V9E6	449.5	66.7	382.8	Ia	HIGH
UniRef90_A0A5E6VWN4	437.9	60.9	377.0	Ia	HIGH
UniRef90_A0A5E6YLT4	455.8	59.7	396.1	Ia	HIGH
UniRef90_A0A5E6ZKB8	447.7	66.0	381.7	Ia	HIGH
UniRef90_A0A5E7BMR8	445.4	69.0	376.4	Ia	HIGH
UniRef90_A0A5E7I1S5	441.3	67.8	373.5	Ia	HIGH
UniRef90_A0A5E7MG34	445.9	73.6	372.3	Ia	HIGH
UniRef90_A0A5E7SE81	441.1	64.5	376.6	Ia	HIGH
UniRef90_A0A5E7THY4	440.2	63.8	376.4	Ia	HIGH
UniRef90_A0A5E8BFC8	554.7	81.8	472.9	Ia	HIGH
UniRef90_A0A5E8BN98	540.1	91.8	448.3	Ia	HIGH
UniRef90_A0A5E8CIH0	496.7	76.3	420.4	Ia	HIGH
UniRef90_A0A5F0KCV4	497.7	104.9	392.8	Ia	HIGH
UniRef90_A0A5J5E217	476.7	81.9	394.8	Ia	HIGH
UniRef90_A0A5J5EC38	545.6	88.1	457.5	Ia	HIGH
UniRef90_A0A5J5EY56	579.9	87.8	492.1	Ia	HIGH
UniRef90_A0A5J5FU79	557.6	100.3	457.3	Ia	HIGH
UniRef90_A0A5J5G1G0	594.5	116.0	478.5	Ia	HIGH
UniRef90_A0A5J5G3C9	516.4	95.0	421.4	Ia	HIGH
UniRef90_A0A5J6HQU2	423.0	72.1	350.9	Ia	HIGH
UniRef90_A0A5J6MRA1	515.6	103.1	412.5	Ia	HIGH
UniRef90_A0A5J6N2X5	508.5	102.4	406.1	Ia	HIGH
UniRef90_A0A5J6VKX2	435.7	79.7	356.0	Ia	HIGH
UniRef90_A0A5J6WJ30	559.6	112.6	447.0	Ia	HIGH
UniRef90_A0A5J6WPK2	545.0	89.8	455.2	Ia	HIGH
UniRef90_A0A5J6WXS2	552.7	100.4	452.3	Ia	HIGH
UniRef90_A0A5K1I7K3	437.6	68.1	369.5	Ia	HIGH
UniRef90_A0A5K1I7Z3	518.3	97.1	421.2	Ia	HIGH
UniRef90_A0A5K7VZX2	513.4	106.3	407.1	Ia	HIGH
UniRef90_A0A5K7YMV6	489.7	68.5	421.2	Ia	HIGH
UniRef90_A0A5K7ZM56	485.0	78.4	406.6	Ia	HIGH
UniRef90_A0A5K8AE01	491.8	63.5	428.3	Ia	HIGH
UniRef90_A0A5M3MBU0	530.3	78.6	451.7	Ia	HIGH
UniRef90_A0A5M3MS45	507.4	92.0	415.4	Ia	HIGH
UniRef90_A0A5M6C0I8	538.4	103.5	434.9	Ia	HIGH
UniRef90_A0A5M6C607	521.3	84.8	436.5	Ia	HIGH
UniRef90_A0A5M7BYY4	391.9	63.7	328.2	Ia	HIGH
UniRef90_A0A5M8FFR3	560.7	117.0	443.7	Ia	HIGH
UniRef90_A0A5M8PJU6	571.8	84.3	487.5	Ia	HIGH
UniRef90_A0A5M9R681	583.8	113.3	470.5	Ia	HIGH
UniRef90_A0A5M9ZZV5	463.2	91.1	372.1	Ia	HIGH
UniRef90_A0A5N0EDM2	496.2	106.1	390.1	Ia	HIGH
UniRef90_A0A5N0UYI2	482.1	101.5	380.6	Ia	HIGH
UniRef90_A0A5N5QR93	529.9	76.4	453.5	Ia	HIGH
UniRef90_A0A5N5V427	477.1	131.7	345.4	Ia	HIGH
UniRef90_A0A5N6KGA1	570.5	91.8	478.7	Ia	HIGH
UniRef90_A0A5N6L7W3	530.5	92.5	438.0	Ia	HIGH
UniRef90_A0A5N7ABT1	558.4	84.3	474.1	Ia	HIGH
UniRef90_A0A5P1RB46	509.7	85.1	424.6	Ia	HIGH
UniRef90_A0A5P2HA21	540.9	124.1	416.8	Ia	HIGH
UniRef90_A0A5P3MSP1	596.0	111.4	484.6	Ia	HIGH
UniRef90_A0A5P9CGN1	544.7	100.2	444.5	Ia	HIGH
UniRef90_A0A5P9CJV4	545.6	97.1	448.5	Ia	HIGH
UniRef90_A0A5P9NIM0	546.4	111.5	434.9	Ia	HIGH
UniRef90_A0A5P9NK60	502.4	80.5	421.9	Ia	HIGH
UniRef90_A0A5P9NQ13	477.9	86.8	391.1	Ia	HIGH
UniRef90_A0A5P9Q6Q7	473.2	100.9	372.3	Ia	HIGH
UniRef90_A0A5Q0BH82	541.3	100.1	441.2	Ia	HIGH
UniRef90_A0A5Q0C4Q2	520.1	104.7	415.4	Ia	HIGH
UniRef90_A0A5Q0H6Q4	375.4	60.0	315.4	Ia	HIGH
UniRef90_A0A5Q0P4T7	413.3	67.6	345.7	Ia	HIGH
UniRef90_A0A5Q0TGF7	532.3	91.1	441.2	Ia	HIGH
UniRef90_A0A5Q0THC6	562.2	96.6	465.6	Ia	HIGH
UniRef90_A0A5Q2QB41	529.0	104.4	424.6	Ia	HIGH
UniRef90_A0A5Q2QH39	477.7	80.2	397.5	Ia	HIGH
UniRef90_A0A5Q3S0G2	580.5	108.3	472.2	Ia	HIGH
UniRef90_A0A5Q4BF10	560.4	85.1	475.3	Ia	HIGH
UniRef90_A0A5R1YEL9	535.9	69.3	466.6	Ia	HIGH
UniRef90_A0A5R8KF74	538.8	104.9	433.9	Ia	HIGH
UniRef90_A0A5R8KG65	449.9	116.2	333.7	Ia	HIGH
UniRef90_A0A5R8ZGY8	448.8	61.7	387.1	Ia	HIGH
UniRef90_A0A5R9GRE6	559.5	99.3	460.2	Ia	HIGH
UniRef90_A0A5R9IL88	548.9	87.3	461.6	Ia	HIGH
UniRef90_A0A5R9IL99	568.1	86.7	481.4	Ia	HIGH
UniRef90_A0A5R9QCA8	426.5	63.3	363.2	Ia	HIGH
UniRef90_A0A5S9NYF0	494.4	89.6	404.8	Ia	HIGH
UniRef90_A0A5S9QSV0	511.2	93.1	418.1	Ia	HIGH
UniRef90_A0A640WHN0	449.0	81.7	367.3	Ia	HIGH
UniRef90_A0A642UJ96	564.4	76.6	487.8	Ia	HIGH
UniRef90_A0A642US11	551.4	72.4	479.0	Ia	HIGH
UniRef90_A0A642UV13	570.0	84.8	485.2	Ia	HIGH
UniRef90_A0A643FBN4	544.2	97.9	446.3	Ia	HIGH
UniRef90_A0A643FFT5	551.7	107.5	444.2	Ia	HIGH
UniRef90_A0A653KUD8	465.5	77.9	387.6	Ia	HIGH
UniRef90_A0A655BKY2	401.2	89.8	311.4	Ia	HIGH
UniRef90_A0A655X035	543.7	97.5	446.2	Ia	HIGH
UniRef90_A0A656HP63	565.6	101.1	464.5	Ia	HIGH
UniRef90_A0A656Z882	475.1	81.3	393.8	Ia	HIGH
UniRef90_A0A657PW72	506.9	101.0	405.9	Ia	HIGH
UniRef90_A0A657PY50	532.3	86.8	445.5	Ia	HIGH
UniRef90_A0A658YA79	578.1	106.1	472.0	Ia	HIGH
UniRef90_A0A660CDJ3	483.0	95.9	387.1	Ia	HIGH
UniRef90_A0A662ZFD3	550.8	98.0	452.8	Ia	HIGH
UniRef90_A0A679I4P9	478.4	78.7	399.7	Ia	HIGH
UniRef90_A0A679I6W3	573.6	123.4	450.2	Ia	HIGH
UniRef90_A0A6A1LJP9	563.6	87.8	475.8	Ia	HIGH
UniRef90_A0A6A4H2S7	523.7	87.7	436.0	Ia	HIGH
UniRef90_A0A6A4H8F6	513.4	84.8	428.6	Ia	HIGH
UniRef90_A0A6A4I3S2	523.0	107.7	415.3	Ia	HIGH
UniRef90_A0A6A5K105	558.1	87.8	470.3	Ia	HIGH
UniRef90_A0A6A5R290	563.3	83.4	479.9	Ia	HIGH
UniRef90_A0A6A5TB71	566.1	87.7	478.4	Ia	HIGH
UniRef90_A0A6A5WFB4	567.2	93.0	474.2	Ia	HIGH
UniRef90_A0A6A5WND4	563.0	85.6	477.4	Ia	HIGH
UniRef90_A0A6A5XT73	565.2	85.9	479.3	Ia	HIGH
UniRef90_A0A6A5Y340	569.2	86.5	482.7	Ia	HIGH
UniRef90_A0A6A6ARX7	567.1	80.7	486.4	Ia	HIGH
UniRef90_A0A6A6ATQ6	560.3	83.5	476.8	Ia	HIGH
UniRef90_A0A6A6AWS2	566.8	84.7	482.1	Ia	HIGH
UniRef90_A0A6A6BCR1	572.5	84.0	488.5	Ia	HIGH
UniRef90_A0A6A6CEX7	551.0	85.7	465.3	Ia	HIGH
UniRef90_A0A6A6CGZ7	561.6	77.2	484.4	Ia	HIGH
UniRef90_A0A6A6GS36	415.2	69.8	345.4	Ia	HIGH
UniRef90_A0A6A6HDZ2	562.4	88.8	473.6	Ia	HIGH
UniRef90_A0A6A6HHP8	566.4	83.9	482.5	Ia	HIGH
UniRef90_A0A6A6HZD1	566.4	84.9	481.5	Ia	HIGH
UniRef90_A0A6A6I1C7	572.1	94.5	477.6	Ia	HIGH
UniRef90_A0A6A6JDP8	567.4	83.8	483.6	Ia	HIGH
UniRef90_A0A6A6JXH0	570.8	84.5	486.3	Ia	HIGH
UniRef90_A0A6A6NZ03	551.1	87.9	463.2	Ia	HIGH
UniRef90_A0A6A6P180	565.0	94.3	470.7	Ia	HIGH
UniRef90_A0A6A6Q0I8	553.8	80.2	473.6	Ia	HIGH
UniRef90_A0A6A6Q746	553.5	95.6	457.9	Ia	HIGH
UniRef90_A0A6A6SAZ5	569.8	83.1	486.7	Ia	HIGH
UniRef90_A0A6A6SMM2	334.7	54.4	280.3	Ia	HIGH
UniRef90_A0A6A6SZG5	569.6	84.2	485.4	Ia	HIGH
UniRef90_A0A6A6TF03	560.3	90.3	470.0	Ia	HIGH
UniRef90_A0A6A6TTN2	560.7	97.9	462.8	Ia	HIGH
UniRef90_A0A6A6UEQ5	556.6	83.9	472.7	Ia	HIGH
UniRef90_A0A6A6V2L0	569.1	88.1	481.0	Ia	HIGH
UniRef90_A0A6A6VBM5	565.8	77.9	487.9	Ia	HIGH
UniRef90_A0A6A6W315	560.1	85.3	474.8	Ia	HIGH
UniRef90_A0A6A6WGK3	560.2	90.5	469.7	Ia	HIGH
UniRef90_A0A6A6Y6R8	569.0	87.4	481.6	Ia	HIGH
UniRef90_A0A6A6Z003	559.2	87.3	471.9	Ia	HIGH
UniRef90_A0A6A7A6T7	566.6	90.4	476.2	Ia	HIGH
UniRef90_A0A6A7BQ53	550.6	89.7	460.9	Ia	HIGH
UniRef90_A0A6A7C013	563.2	88.3	474.9	Ia	HIGH
UniRef90_A0A6A9UVH5	473.6	114.7	358.9	Ia	HIGH
UniRef90_A0A6B2L8L2	512.6	89.9	422.7	Ia	HIGH
UniRef90_A0A6B2M4Q6	470.9	89.1	381.8	Ia	HIGH
UniRef90_A0A6B2QVD7	557.7	106.4	451.3	Ia	HIGH
UniRef90_A0A6B2R1I9	478.9	86.1	392.8	Ia	HIGH
UniRef90_A0A6B3L472	538.7	118.0	420.7	Ia	HIGH
UniRef90_A0A6B3LDM7	555.7	98.7	457.0	Ia	HIGH
UniRef90_A0A6B3NIP5	445.7	67.6	378.1	Ia	HIGH
UniRef90_A0A6B8VMZ4	484.3	206.2	278.1	Ia	HIGH
UniRef90_A0A6B8VYR2	479.6	186.5	293.1	Ia	HIGH
UniRef90_A0A6B9XYA4	428.7	63.0	365.7	Ia	HIGH
UniRef90_A0A6C0ACG5	434.9	87.1	347.8	Ia	HIGH
UniRef90_A0A6C0C075	472.0	68.5	403.5	Ia	HIGH
UniRef90_A0A6C0C0M5	465.8	75.9	389.9	Ia	HIGH
UniRef90_A0A6C0DRC1	502.0	96.0	406.0	Ia	HIGH
UniRef90_A0A6C0FAP9	474.9	68.9	406.0	Ia	HIGH
UniRef90_A0A6C0IWW4	472.7	96.1	376.6	Ia	HIGH
UniRef90_A0A6C0J528	400.2	63.6	336.6	Ia	HIGH
UniRef90_A0A6C0U0V1	475.5	96.8	378.7	Ia	HIGH
UniRef90_A0A6C0U3I6	540.4	121.9	418.5	Ia	HIGH
UniRef90_A0A6C0U6D8	498.3	76.3	422.0	Ia	HIGH
UniRef90_A0A6C1B1N8	572.8	112.0	460.8	Ia	HIGH
UniRef90_A0A6C1B5J9	473.6	84.6	389.0	Ia	HIGH
UniRef90_A0A6C1F606	582.8	83.5	499.3	Ia	HIGH
UniRef90_A0A6C2CLN0	474.9	83.3	391.6	Ia	HIGH
UniRef90_A0A6C2D5K1	566.0	115.8	450.2	Ia	HIGH
UniRef90_A0A6C2TZL4	495.9	92.5	403.4	Ia	HIGH
UniRef90_A0A6C2UVH8	492.6	87.5	405.1	Ia	HIGH
UniRef90_A0A6C2YNK3	488.8	93.5	395.3	Ia	HIGH
UniRef90_A0A6D2G935	546.5	70.3	476.2	Ia	HIGH
UniRef90_A0A6F8PME9	553.4	116.3	437.1	Ia	HIGH
UniRef90_A0A6F8PUC8	552.4	118.7	433.7	Ia	HIGH
UniRef90_A0A6F8YMM4	476.1	92.0	384.1	Ia	HIGH
UniRef90_A0A6G0WCZ7	523.6	102.7	420.9	Ia	HIGH
UniRef90_A0A6G0XN55	528.2	104.1	424.1	Ia	HIGH
UniRef90_A0A6G1G9M1	546.9	89.0	457.9	Ia	HIGH
UniRef90_A0A6G1GDJ2	576.8	86.4	490.4	Ia	HIGH
UniRef90_A0A6G1GSB1	553.5	83.1	470.4	Ia	HIGH
UniRef90_A0A6G1H3D7	571.4	86.0	485.4	Ia	HIGH
UniRef90_A0A6G1HQF7	564.7	87.0	477.7	Ia	HIGH
UniRef90_A0A6G1IBP3	558.8	78.8	480.0	Ia	HIGH
UniRef90_A0A6G1J317	562.7	75.9	486.8	Ia	HIGH
UniRef90_A0A6G1JA71	568.9	89.5	479.4	Ia	HIGH
UniRef90_A0A6G1KCR3	564.1	84.1	480.0	Ia	HIGH
UniRef90_A0A6G1L3K1	555.7	90.9	464.8	Ia	HIGH
UniRef90_A0A6G6IQE2	426.9	56.2	370.7	Ia	HIGH
UniRef90_A0A6G7CPJ0	571.3	104.6	466.7	Ia	HIGH
UniRef90_A0A6G7LQ43	521.7	99.0	422.7	Ia	HIGH
UniRef90_A0A6G7VGP4	537.7	105.9	431.8	Ia	HIGH
UniRef90_A0A6G8INH8	543.7	115.7	428.0	Ia	HIGH
UniRef90_A0A6G8PV92	534.9	112.9	422.0	Ia	HIGH
UniRef90_A0A6G8RVM2	407.9	73.3	334.6	Ia	HIGH
UniRef90_A0A6G8S3X1	406.5	72.5	334.0	Ia	HIGH
UniRef90_A0A6G9IBK7	543.6	104.4	439.2	Ia	HIGH
UniRef90_A0A6G9QLR5	548.5	105.0	443.5	Ia	HIGH
UniRef90_A0A6G9QMC7	560.1	91.0	469.1	Ia	HIGH
UniRef90_A0A6G9Y638	492.5	91.7	400.8	Ia	HIGH
UniRef90_A0A6H0XJG4	562.8	84.6	478.2	Ia	HIGH
UniRef90_A0A6H0XTT0	559.4	80.6	478.8	Ia	HIGH
UniRef90_A0A6H1U9N1	513.2	87.6	425.6	Ia	HIGH
UniRef90_A0A6H1U9T0	564.2	106.1	458.1	Ia	HIGH
UniRef90_A0A6H1UF30	529.2	110.9	418.3	Ia	HIGH
UniRef90_A0A6H2HC69	537.9	100.5	437.4	Ia	HIGH
UniRef90_A0A6I3KV02	493.8	99.8	394.0	Ia	HIGH
UniRef90_A0A6I3S122	573.9	111.9	462.0	Ia	HIGH
UniRef90_A0A6I3SUS7	475.6	85.4	390.2	Ia	HIGH
UniRef90_A0A6I5MZG8	463.7	76.1	387.6	Ia	HIGH
UniRef90_A0A6I5MZP3	453.4	80.5	372.9	Ia	HIGH
UniRef90_A0A6I5RU65	452.5	71.4	381.1	Ia	HIGH
UniRef90_A0A6I6D3S4	555.4	97.7	457.7	Ia	HIGH
UniRef90_A0A6I6LYY0	432.9	65.7	367.2	Ia	HIGH
UniRef90_A0A6I6SLP4	434.3	82.1	352.2	Ia	HIGH
UniRef90_A0A6J3MBN4	554.6	79.2	475.4	Ia	HIGH
UniRef90_A0A6J3MDN7	544.0	86.6	457.4	Ia	HIGH
UniRef90_A0A6J4DYI9	435.7	64.9	370.8	Ia	HIGH
UniRef90_A0A6J4IYU8	520.1	115.6	404.5	Ia	HIGH
UniRef90_A0A6J4PTC8	543.9	117.2	426.7	Ia	HIGH
UniRef90_A0A6J4QQ76	521.0	95.5	425.5	Ia	HIGH
UniRef90_A0A6J4T7S0	490.0	99.4	390.6	Ia	HIGH
UniRef90_A0A6J4VJK5	510.0	120.0	390.0	Ia	HIGH
UniRef90_A0A6J4VK53	467.2	99.7	367.5	Ia	HIGH
UniRef90_A0A6J4VKE5	529.8	103.1	426.7	Ia	HIGH
UniRef90_A0A6J4VR39	512.9	118.9	394.0	Ia	HIGH
UniRef90_A0A6J5G3C5	536.4	95.2	441.2	Ia	HIGH
UniRef90_A0A6J7H1T5	490.2	115.1	375.1	Ia	HIGH
UniRef90_A0A6L5JU41	460.5	76.5	384.0	Ia	HIGH
UniRef90_A0A6L5JUU9	551.1	115.6	435.5	Ia	HIGH
UniRef90_A0A6L6GBF5	413.6	68.8	344.8	Ia	HIGH
UniRef90_A0A6L6IK02	576.0	83.2	492.8	Ia	HIGH
UniRef90_A0A6L6IUL4	565.3	105.5	459.8	Ia	HIGH
UniRef90_A0A6L6PTJ2	484.8	91.7	393.1	Ia	HIGH
UniRef90_A0A6L6YHT8	461.9	91.0	370.9	Ia	HIGH
UniRef90_A0A6L6YLR6	559.4	110.3	449.1	Ia	HIGH
UniRef90_A0A6L7GU19	488.4	123.8	364.6	Ia	HIGH
UniRef90_A0A6L7I1U9	584.7	85.1	499.6	Ia	HIGH
UniRef90_A0A6L8LMU3	520.5	119.2	401.3	Ia	HIGH
UniRef90_A0A6L8LY68	442.9	74.7	368.2	Ia	HIGH
UniRef90_A0A6L9S7F8	492.4	121.9	370.5	Ia	HIGH
UniRef90_A0A6L9Y4U3	565.4	105.4	460.0	Ia	HIGH
UniRef90_A0A6M0JZL3	527.7	97.3	430.4	Ia	HIGH
UniRef90_A0A6M0S5T4	525.8	102.9	422.9	Ia	HIGH
UniRef90_A0A6M1RS45	499.9	92.4	407.5	Ia	HIGH
UniRef90_A0A6M1SM23	535.3	108.3	427.0	Ia	HIGH
UniRef90_A0A6M2BWF6	542.9	107.5	435.4	Ia	HIGH
UniRef90_A0A6M3HTM1	527.8	128.3	399.5	Ia	HIGH
UniRef90_A0A6M4A9T8	547.6	116.2	431.4	Ia	HIGH
UniRef90_A0A6M4GWT2	542.4	95.8	446.6	Ia	HIGH
UniRef90_A0A6M4GXM4	559.1	111.6	447.5	Ia	HIGH
UniRef90_A0A6M4H7X0	540.3	108.8	431.5	Ia	HIGH
UniRef90_A0A6M4HCJ4	548.8	102.3	446.5	Ia	HIGH
UniRef90_A0A6M4YBG9	486.3	81.7	404.6	Ia	HIGH
UniRef90_A0A6M6JD17	490.4	98.3	392.1	Ia	HIGH
UniRef90_A0A6M8SM33	576.2	91.6	484.6	Ia	HIGH
UniRef90_A0A6M8SQB5	482.8	86.4	396.4	Ia	HIGH
UniRef90_A0A6N1X0H4	545.5	116.5	429.0	Ia	HIGH
UniRef90_A0A6N2S222	466.0	83.6	382.4	Ia	HIGH
UniRef90_A0A6N2V233	545.4	112.9	432.5	Ia	HIGH
UniRef90_A0A6N3G739	599.8	97.8	502.0	Ia	HIGH
UniRef90_A0A6N3XCH1	511.4	114.6	396.8	Ia	HIGH
UniRef90_A0A6N7EWN4	502.5	69.2	433.3	Ia	HIGH
UniRef90_A0A6N7LRH4	490.1	91.3	398.8	Ia	HIGH
UniRef90_A0A6N7LVA6	444.3	73.2	371.1	Ia	HIGH
UniRef90_A0A6N7QQC5	496.4	86.1	410.3	Ia	HIGH
UniRef90_A0A6N8IZC1	544.9	120.6	424.3	Ia	HIGH
UniRef90_A0A6N9HH76	484.1	91.4	392.7	Ia	HIGH
UniRef90_A0A6N9YRV2	495.5	118.0	377.5	Ia	HIGH
UniRef90_A0A6P1M6Z3	482.4	82.2	400.2	Ia	HIGH
UniRef90_A0A6P1PVH8	586.5	109.0	477.5	Ia	HIGH
UniRef90_A0A6P1PWI5	581.1	90.5	490.6	Ia	HIGH
UniRef90_A0A6P1Q2Y0	552.8	102.2	450.6	Ia	HIGH
UniRef90_A0A6P1Y509	408.7	54.4	354.3	Ia	HIGH
UniRef90_A0A6P2C9K3	500.6	111.0	389.6	Ia	HIGH
UniRef90_A0A6P2D184	520.3	122.5	397.8	Ia	HIGH
UniRef90_A0A6P2XPT3	451.3	82.2	369.1	Ia	HIGH
UniRef90_A0A6P8BDH3	563.0	88.5	474.5	Ia	HIGH
UniRef90_A0A6S5C7C1	575.6	106.7	468.9	Ia	HIGH
UniRef90_A0A6S6P1U1	484.9	132.1	352.8	Ia	HIGH
UniRef90_A0A6S6RWL9	438.4	78.9	359.5	Ia	HIGH
UniRef90_A0A6S6TDV4	549.8	98.4	451.4	Ia	HIGH
UniRef90_A0A6S6U6N1	552.8	100.5	452.3	Ia	HIGH
UniRef90_A0A6S6XVL3	569.8	115.9	453.9	Ia	HIGH
UniRef90_A0A6S7BH94	515.5	94.0	421.5	Ia	HIGH
UniRef90_A0A6S7BYT5	561.5	127.0	434.5	Ia	HIGH
UniRef90_A0A6T2JD95	532.9	92.2	440.7	Ia	HIGH
UniRef90_A0A6T9Y1F6	515.6	83.3	432.3	Ia	HIGH
UniRef90_A0A6V7BUI1	536.9	119.9	417.0	Ia	HIGH
UniRef90_A0A6V8L6L7	475.3	103.9	371.4	Ia	HIGH
UniRef90_A0A6V8MK89	525.9	87.3	438.6	Ia	HIGH
UniRef90_A0A6V8MVQ5	528.0	96.6	431.4	Ia	HIGH
UniRef90_A0A7C2P5U4	485.5	83.0	402.5	Ia	HIGH
UniRef90_A0A7C4LMG5	481.9	78.5	403.4	Ia	HIGH
UniRef90_A0A7C8HZ94	559.5	84.9	474.6	Ia	HIGH
UniRef90_A0A7C8IF47	563.3	84.0	479.3	Ia	HIGH
UniRef90_A0A7C8NG23	560.2	98.6	461.6	Ia	HIGH
UniRef90_A0A7C9HSJ5	438.2	63.9	374.3	Ia	HIGH
UniRef90_A0A7C9NQK3	434.6	67.5	367.1	Ia	HIGH
UniRef90_A0A7C9TBK1	536.2	99.0	437.2	Ia	HIGH
UniRef90_A0A7C9TJH1	538.3	88.7	449.6	Ia	HIGH
UniRef90_A0A7C9TKN3	558.5	116.0	442.5	Ia	HIGH
UniRef90_A0A7D4NLQ1	562.5	131.6	430.9	Ia	HIGH
UniRef90_A0A7D5D8R1	442.6	71.8	370.8	Ia	HIGH
UniRef90_A0A7D5V5K3	557.4	84.6	472.8	Ia	HIGH
UniRef90_A0A7D5ZE80	580.0	88.0	492.0	Ia	HIGH
UniRef90_A0A7D6VBM3	489.1	100.4	388.7	Ia	HIGH
UniRef90_A0A7D8UWJ4	562.5	77.5	485.0	Ia	HIGH
UniRef90_A0A7D9H661	574.1	89.8	484.3	Ia	HIGH
UniRef90_A0A7G1Q9C8	531.2	99.9	431.3	Ia	HIGH
UniRef90_A0A7G5EMN9	553.5	128.6	424.9	Ia	HIGH
UniRef90_A0A7G5ENC9	547.4	96.1	451.3	Ia	HIGH
UniRef90_A0A7G5FGG7	484.1	181.9	302.2	Ia	HIGH
UniRef90_A0A7G8BN84	521.9	117.9	404.0	Ia	HIGH
UniRef90_A0A7G9RM68	551.0	116.6	434.4	Ia	HIGH
UniRef90_A0A7G9RML9	538.2	101.1	437.1	Ia	HIGH
UniRef90_A0A7G9THH7	548.3	114.1	434.2	Ia	HIGH
UniRef90_A0A7H0F3M1	504.9	87.1	417.8	Ia	HIGH
UniRef90_A0A7H0GG82	541.5	98.4	443.1	Ia	HIGH
UniRef90_A0A7H0HBD5	551.3	112.9	438.4	Ia	HIGH
UniRef90_A0A7H0HD28	525.4	103.3	422.1	Ia	HIGH
UniRef90_A0A7H0I286	379.2	58.8	320.4	Ia	HIGH
UniRef90_A0A7H1AZF2	573.2	78.0	495.2	Ia	HIGH
UniRef90_A0A7H4MM80	524.6	73.4	451.2	Ia	HIGH
UniRef90_A0A7H4N3P7	440.2	85.3	354.9	Ia	HIGH
UniRef90_A0A7H8QKZ5	560.1	80.4	479.7	Ia	HIGH
UniRef90_A0A7H8QN86	406.2	55.1	351.1	Ia	HIGH
UniRef90_A0A7H8QX55	421.5	54.5	367.0	Ia	HIGH
UniRef90_A0A7H8RD01	549.6	88.1	461.5	Ia	HIGH
